specimen_id	cell_type_name	percent_live_cell
533	CD3CD19	0.49
533	CD19+ CD3-	11.6
533	MB doublets (CD19+CD14+)	0.042
533	Bcells	11.5
533	B cells (CD19+CD3-CD14-CD56-)	11.4
533	B cells (CD19+CD20+CD3-CD14-CD56-)	11.0
533	Memory B cells	3.48
533	Naive B cells	7.27
533	Proliferating B cells	0.25
533	Activated B cells (ABCs)	0.24
533	ASCs (Plasmablasts)	0.006
533	B:NK doublets (CD19+CD3-CD14-CD56+)	0.17
533	CD3CD19neg	68.5
533	T cells (CD19-CD3+CD14-)	68.3
533	CD56+ CD3high T cells	0.59
533	CD56+CD3+T cells	3.52
533	CD3 Tcells	64.1
533	CD4Tcells	41.5
533	NaiveCD4	16.5
533	TcmCD4	15.6
533	TemraCD4	0.85
533	TemCD4	8.58
533	CD4+CD8+ T cells	0.76
533	CD4-CD8- T cells	1.21
533	CD8Tcells	19.4
533	NaiveCD8	14.6
533	TcmCD8	1.27
533	TemCD8	2.32
533	TemraCD8	1.26
533	T:M doublets (CD19-CD3+CD14+)	0.18
533	CD19-CD3-	19.4
533	NK cells (CD3-CD19-CD56+)	8.11
533	CD3-CD19-CD56- cells	11.3
533	Monocytes	8.7
533	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.46
533	non-pDCs	1.4
533	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.76
533	Conventional dendritic cells (cDCs)	0.63
533	cDC1	0.0
533	cDC2	0.47
533	pDC	0.77
533	Classical_Monocytes	5.95
533	Intermediate_Monocytes	0.04
533	Non-Classical_Monocytes	0.064
533	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.6
533	Activated granulocytes	0.00618
533	Basophils	0.44
533	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.15
533	NK	7.87
533	CD56high NK cells	0.27
537	CD3CD19	0.12
537	CD19+ CD3-	7.64
537	MB doublets (CD19+CD14+)	0.00554
537	Bcells	7.63
537	B cells (CD19+CD3-CD14-CD56-)	7.55
537	B cells (CD19+CD20+CD3-CD14-CD56-)	7.5
537	Memory B cells	1.28
537	Naive B cells	6.1
537	Proliferating B cells	0.13
537	Activated B cells (ABCs)	0.12
537	ASCs (Plasmablasts)	0.00138
537	B:NK doublets (CD19+CD3-CD14-CD56+)	0.089
537	CD3CD19neg	39.2
537	T cells (CD19-CD3+CD14-)	39.1
537	CD56+ CD3high T cells	0.22
537	CD56+CD3+T cells	0.3
537	CD3 Tcells	38.6
537	CD4Tcells	26.5
537	NaiveCD4	nan
537	TcmCD4	nan
537	TemraCD4	nan
537	TemCD4	nan
537	CD4+CD8+ T cells	0.16
537	CD4-CD8- T cells	0.62
537	CD8Tcells	11.0
537	NaiveCD8	nan
537	TcmCD8	nan
537	TemCD8	nan
537	TemraCD8	nan
537	T:M doublets (CD19-CD3+CD14+)	0.077
537	CD19-CD3-	53.1
537	NK cells (CD3-CD19-CD56+)	15.0
537	CD3-CD19-CD56- cells	38.0
537	Monocytes	32.3
537	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.93
537	non-pDCs	0.96
537	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.1
537	Conventional dendritic cells (cDCs)	0.86
537	cDC1	0.015
537	cDC2	0.78
537	pDC	0.65
537	Classical_Monocytes	28.6
537	Intermediate_Monocytes	0.67
537	Non-Classical_Monocytes	0.94
537	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.67
537	Activated granulocytes	0.028
537	Basophils	0.49
537	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	5.14
537	NK	14.0
537	CD56high NK cells	0.82
538	CD3CD19	0.18
538	CD19+ CD3-	8.83
538	MB doublets (CD19+CD14+)	0.026
538	Bcells	8.8
538	B cells (CD19+CD3-CD14-CD56-)	8.68
538	B cells (CD19+CD20+CD3-CD14-CD56-)	8.61
538	Memory B cells	1.63
538	Naive B cells	6.87
538	Proliferating B cells	0.11
538	Activated B cells (ABCs)	0.1
538	ASCs (Plasmablasts)	0.00123
538	B:NK doublets (CD19+CD3-CD14-CD56+)	0.13
538	CD3CD19neg	32.1
538	T cells (CD19-CD3+CD14-)	31.9
538	CD56+ CD3high T cells	0.19
538	CD56+CD3+T cells	0.3
538	CD3 Tcells	31.4
538	CD4Tcells	22.2
538	NaiveCD4	nan
538	TcmCD4	nan
538	TemraCD4	nan
538	TemCD4	nan
538	CD4+CD8+ T cells	0.17
538	CD4-CD8- T cells	0.4
538	CD8Tcells	8.41
538	NaiveCD8	nan
538	TcmCD8	nan
538	TemCD8	nan
538	TemraCD8	nan
538	T:M doublets (CD19-CD3+CD14+)	0.16
538	CD19-CD3-	58.9
538	NK cells (CD3-CD19-CD56+)	8.23
538	CD3-CD19-CD56- cells	50.6
538	Monocytes	46.1
538	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.86
538	non-pDCs	1.12
538	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.12
538	Conventional dendritic cells (cDCs)	1.0
538	cDC1	0.023
538	cDC2	0.91
538	pDC	0.44
538	Classical_Monocytes	41.7
538	Intermediate_Monocytes	1.46
538	Non-Classical_Monocytes	0.82
538	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.59
538	Activated granulocytes	0.084
538	Basophils	0.59
538	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.91
538	NK	7.49
538	CD56high NK cells	0.61
539	CD3CD19	0.25
539	CD19+ CD3-	8.92
539	MB doublets (CD19+CD14+)	0.0
539	Bcells	8.92
539	B cells (CD19+CD3-CD14-CD56-)	8.81
539	B cells (CD19+CD20+CD3-CD14-CD56-)	8.74
539	Memory B cells	1.4
539	Naive B cells	7.22
539	Proliferating B cells	0.12
539	Activated B cells (ABCs)	0.11
539	ASCs (Plasmablasts)	0.0
539	B:NK doublets (CD19+CD3-CD14-CD56+)	0.1
539	CD3CD19neg	52.5
539	T cells (CD19-CD3+CD14-)	52.3
539	CD56+ CD3high T cells	0.27
539	CD56+CD3+T cells	0.49
539	CD3 Tcells	51.5
539	CD4Tcells	35.6
539	NaiveCD4	nan
539	TcmCD4	nan
539	TemraCD4	nan
539	TemCD4	nan
539	CD4+CD8+ T cells	0.38
539	CD4-CD8- T cells	1.19
539	CD8Tcells	13.9
539	NaiveCD8	nan
539	TcmCD8	nan
539	TemCD8	nan
539	TemraCD8	nan
539	T:M doublets (CD19-CD3+CD14+)	0.2
539	CD19-CD3-	38.3
539	NK cells (CD3-CD19-CD56+)	7.33
539	CD3-CD19-CD56- cells	30.9
539	Monocytes	27.9
539	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.02
539	non-pDCs	1.12
539	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.058
539	Conventional dendritic cells (cDCs)	1.06
539	cDC1	0.022
539	cDC2	0.98
539	pDC	0.55
539	Classical_Monocytes	23.3
539	Intermediate_Monocytes	1.3
539	Non-Classical_Monocytes	1.05
539	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.02
539	Activated granulocytes	0.029
539	Basophils	0.42
539	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.56
539	NK	6.41
539	CD56high NK cells	0.8
540	CD3CD19	0.34
540	CD19+ CD3-	11.7
540	MB doublets (CD19+CD14+)	0.019
540	Bcells	11.6
540	B cells (CD19+CD3-CD14-CD56-)	11.4
540	B cells (CD19+CD20+CD3-CD14-CD56-)	11.2
540	Memory B cells	1.98
540	Naive B cells	9.03
540	Proliferating B cells	0.21
540	Activated B cells (ABCs)	0.19
540	ASCs (Plasmablasts)	0.00437
540	B:NK doublets (CD19+CD3-CD14-CD56+)	0.19
540	CD3CD19neg	50.6
540	T cells (CD19-CD3+CD14-)	50.4
540	CD56+ CD3high T cells	0.28
540	CD56+CD3+T cells	0.59
540	CD3 Tcells	49.5
540	CD4Tcells	34.2
540	NaiveCD4	nan
540	TcmCD4	nan
540	TemraCD4	nan
540	TemCD4	nan
540	CD4+CD8+ T cells	0.33
540	CD4-CD8- T cells	0.92
540	CD8Tcells	13.4
540	NaiveCD8	nan
540	TcmCD8	nan
540	TemCD8	nan
540	TemraCD8	nan
540	T:M doublets (CD19-CD3+CD14+)	0.15
540	CD19-CD3-	37.4
540	NK cells (CD3-CD19-CD56+)	6.96
540	CD3-CD19-CD56- cells	30.4
540	Monocytes	26.7
540	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.9
540	non-pDCs	0.98
540	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.15
540	Conventional dendritic cells (cDCs)	0.82
540	cDC1	0.016
540	cDC2	0.73
540	pDC	0.6
540	Classical_Monocytes	23.4
540	Intermediate_Monocytes	0.59
540	Non-Classical_Monocytes	0.52
540	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.77
540	Activated granulocytes	0.065
540	Basophils	0.77
540	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.93
540	NK	5.81
540	CD56high NK cells	1.03
541	CD3CD19	0.26
541	CD19+ CD3-	10.3
541	MB doublets (CD19+CD14+)	0.018
541	Bcells	10.3
541	B cells (CD19+CD3-CD14-CD56-)	10.0
541	B cells (CD19+CD20+CD3-CD14-CD56-)	9.95
541	Memory B cells	1.92
541	Naive B cells	7.86
541	Proliferating B cells	0.17
541	Activated B cells (ABCs)	0.16
541	ASCs (Plasmablasts)	0.00237
541	B:NK doublets (CD19+CD3-CD14-CD56+)	0.24
541	CD3CD19neg	40.8
541	T cells (CD19-CD3+CD14-)	40.6
541	CD56+ CD3high T cells	0.59
541	CD56+CD3+T cells	0.63
541	CD3 Tcells	39.4
541	CD4Tcells	26.7
541	NaiveCD4	nan
541	TcmCD4	nan
541	TemraCD4	nan
541	TemCD4	nan
541	CD4+CD8+ T cells	0.23
541	CD4-CD8- T cells	1.11
541	CD8Tcells	10.6
541	NaiveCD8	nan
541	TcmCD8	nan
541	TemCD8	nan
541	TemraCD8	nan
541	T:M doublets (CD19-CD3+CD14+)	0.15
541	CD19-CD3-	48.7
541	NK cells (CD3-CD19-CD56+)	14.7
541	CD3-CD19-CD56- cells	34.0
541	Monocytes	28.0
541	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.91
541	non-pDCs	1.27
541	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.12
541	Conventional dendritic cells (cDCs)	1.14
541	cDC1	0.03
541	cDC2	1.02
541	pDC	1.11
541	Classical_Monocytes	23.3
541	Intermediate_Monocytes	0.57
541	Non-Classical_Monocytes	0.95
541	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.95
541	Activated granulocytes	0.021
541	Basophils	0.43
541	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	5.49
541	NK	13.5
541	CD56high NK cells	0.99
546	CD3CD19	0.2
546	CD19+ CD3-	21.1
546	MB doublets (CD19+CD14+)	0.027
546	Bcells	21.0
546	B cells (CD19+CD3-CD14-CD56-)	20.8
546	B cells (CD19+CD20+CD3-CD14-CD56-)	20.6
546	Memory B cells	2.3
546	Naive B cells	18.1
546	Proliferating B cells	0.17
546	Activated B cells (ABCs)	0.16
546	ASCs (Plasmablasts)	0.00249
546	B:NK doublets (CD19+CD3-CD14-CD56+)	0.26
546	CD3CD19neg	56.9
546	T cells (CD19-CD3+CD14-)	56.5
546	CD56+ CD3high T cells	0.53
546	CD56+CD3+T cells	0.97
546	CD3 Tcells	55.0
546	CD4Tcells	41.6
546	NaiveCD4	27.1
546	TcmCD4	11.6
546	TemraCD4	0.092
546	TemCD4	2.76
546	CD4+CD8+ T cells	0.15
546	CD4-CD8- T cells	2.15
546	CD8Tcells	10.4
546	NaiveCD8	7.09
546	TcmCD8	1.12
546	TemCD8	1.32
546	TemraCD8	0.86
546	T:M doublets (CD19-CD3+CD14+)	0.39
546	CD19-CD3-	21.9
546	NK cells (CD3-CD19-CD56+)	6.58
546	CD3-CD19-CD56- cells	15.3
546	Monocytes	12.2
546	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.13
546	non-pDCs	0.56
546	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.15
546	Conventional dendritic cells (cDCs)	0.41
546	cDC1	0.00373
546	cDC2	0.36
546	pDC	0.44
546	Classical_Monocytes	9.19
546	Intermediate_Monocytes	0.55
546	Non-Classical_Monocytes	1.28
546	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.07
546	Activated granulocytes	0.053
546	Basophils	1.02
546	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.95
546	NK	5.18
546	CD56high NK cells	1.4
547	CD3CD19	0.24
547	CD19+ CD3-	23.0
547	MB doublets (CD19+CD14+)	0.067
547	Bcells	22.9
547	B cells (CD19+CD3-CD14-CD56-)	22.7
547	B cells (CD19+CD20+CD3-CD14-CD56-)	22.5
547	Memory B cells	2.66
547	Naive B cells	19.7
547	Proliferating B cells	0.14
547	Activated B cells (ABCs)	0.14
547	ASCs (Plasmablasts)	0.00156
547	B:NK doublets (CD19+CD3-CD14-CD56+)	0.2
547	CD3CD19neg	49.8
547	T cells (CD19-CD3+CD14-)	49.0
547	CD56+ CD3high T cells	0.56
547	CD56+CD3+T cells	1.06
547	CD3 Tcells	47.4
547	CD4Tcells	34.9
547	NaiveCD4	21.8
547	TcmCD4	10.2
547	TemraCD4	0.11
547	TemCD4	2.77
547	CD4+CD8+ T cells	0.16
547	CD4-CD8- T cells	2.14
547	CD8Tcells	9.15
547	NaiveCD8	5.73
547	TcmCD8	1.06
547	TemCD8	1.44
547	TemraCD8	0.91
547	T:M doublets (CD19-CD3+CD14+)	0.77
547	CD19-CD3-	27.0
547	NK cells (CD3-CD19-CD56+)	5.57
547	CD3-CD19-CD56- cells	21.4
547	Monocytes	18.2
547	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.69
547	non-pDCs	0.91
547	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.32
547	Conventional dendritic cells (cDCs)	0.59
547	cDC1	0.01
547	cDC2	0.49
547	pDC	0.63
547	Classical_Monocytes	14.1
547	Intermediate_Monocytes	0.88
547	Non-Classical_Monocytes	1.34
547	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.19
547	Activated granulocytes	0.066
547	Basophils	1.15
547	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.93
547	NK	4.4
547	CD56high NK cells	1.17
548	CD3CD19	0.27
548	CD19+ CD3-	22.9
548	MB doublets (CD19+CD14+)	0.062
548	Bcells	22.8
548	B cells (CD19+CD3-CD14-CD56-)	22.6
548	B cells (CD19+CD20+CD3-CD14-CD56-)	22.4
548	Memory B cells	2.41
548	Naive B cells	19.8
548	Proliferating B cells	0.15
548	Activated B cells (ABCs)	0.14
548	ASCs (Plasmablasts)	0.00227
548	B:NK doublets (CD19+CD3-CD14-CD56+)	0.23
548	CD3CD19neg	56.0
548	T cells (CD19-CD3+CD14-)	55.4
548	CD56+ CD3high T cells	0.57
548	CD56+CD3+T cells	1.27
548	CD3 Tcells	53.6
548	CD4Tcells	39.6
548	NaiveCD4	25.8
548	TcmCD4	10.5
548	TemraCD4	0.12
548	TemCD4	3.19
548	CD4+CD8+ T cells	0.19
548	CD4-CD8- T cells	2.5
548	CD8Tcells	10.4
548	NaiveCD8	6.49
548	TcmCD8	1.2
548	TemCD8	1.66
548	TemraCD8	1.0
548	T:M doublets (CD19-CD3+CD14+)	0.57
548	CD19-CD3-	20.9
548	NK cells (CD3-CD19-CD56+)	5.41
548	CD3-CD19-CD56- cells	15.5
548	Monocytes	12.5
548	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.36
548	non-pDCs	0.74
548	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.2
548	Conventional dendritic cells (cDCs)	0.54
548	cDC1	0.00782
548	cDC2	0.46
548	pDC	0.49
548	Classical_Monocytes	9.13
548	Intermediate_Monocytes	0.71
548	Non-Classical_Monocytes	1.21
548	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.98
548	Activated granulocytes	0.052
548	Basophils	0.99
548	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.9
548	NK	4.16
548	CD56high NK cells	1.26
549	CD3CD19	0.38
549	CD19+ CD3-	22.0
549	MB doublets (CD19+CD14+)	0.076
549	Bcells	21.9
549	B cells (CD19+CD3-CD14-CD56-)	21.7
549	B cells (CD19+CD20+CD3-CD14-CD56-)	21.3
549	Memory B cells	2.49
549	Naive B cells	18.7
549	Proliferating B cells	0.14
549	Activated B cells (ABCs)	0.13
549	ASCs (Plasmablasts)	0.00344
549	B:NK doublets (CD19+CD3-CD14-CD56+)	0.22
549	CD3CD19neg	58.1
549	T cells (CD19-CD3+CD14-)	57.5
549	CD56+ CD3high T cells	0.57
549	CD56+CD3+T cells	1.12
549	CD3 Tcells	55.8
549	CD4Tcells	41.7
549	NaiveCD4	29.1
549	TcmCD4	10.1
549	TemraCD4	0.092
549	TemCD4	2.42
549	CD4+CD8+ T cells	0.24
549	CD4-CD8- T cells	2.29
549	CD8Tcells	10.6
549	NaiveCD8	7.41
549	TcmCD8	1.04
549	TemCD8	1.32
549	TemraCD8	0.87
549	T:M doublets (CD19-CD3+CD14+)	0.6
549	CD19-CD3-	19.5
549	NK cells (CD3-CD19-CD56+)	5.18
549	CD3-CD19-CD56- cells	14.3
549	Monocytes	11.7
549	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.43
549	non-pDCs	0.82
549	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.27
549	Conventional dendritic cells (cDCs)	0.54
549	cDC1	0.00639
549	cDC2	0.47
549	pDC	0.42
549	Classical_Monocytes	8.42
549	Intermediate_Monocytes	0.59
549	Non-Classical_Monocytes	1.11
549	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.66
549	Activated granulocytes	0.056
549	Basophils	0.84
549	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.72
549	NK	3.86
549	CD56high NK cells	1.32
550	CD3CD19	0.2
550	CD19+ CD3-	18.3
550	MB doublets (CD19+CD14+)	0.08
550	Bcells	18.2
550	B cells (CD19+CD3-CD14-CD56-)	17.9
550	B cells (CD19+CD20+CD3-CD14-CD56-)	17.7
550	Memory B cells	2.01
550	Naive B cells	15.6
550	Proliferating B cells	0.12
550	Activated B cells (ABCs)	0.11
550	ASCs (Plasmablasts)	0.00366
550	B:NK doublets (CD19+CD3-CD14-CD56+)	0.28
550	CD3CD19neg	53.5
550	T cells (CD19-CD3+CD14-)	52.9
550	CD56+ CD3high T cells	0.88
550	CD56+CD3+T cells	1.62
550	CD3 Tcells	50.4
550	CD4Tcells	36.9
550	NaiveCD4	24.2
550	TcmCD4	10.3
550	TemraCD4	0.079
550	TemCD4	2.41
550	CD4+CD8+ T cells	0.18
550	CD4-CD8- T cells	2.35
550	CD8Tcells	10.2
550	NaiveCD8	6.46
550	TcmCD8	1.0
550	TemCD8	1.51
550	TemraCD8	1.18
550	T:M doublets (CD19-CD3+CD14+)	0.57
550	CD19-CD3-	28.1
550	NK cells (CD3-CD19-CD56+)	7.59
550	CD3-CD19-CD56- cells	20.5
550	Monocytes	17.3
550	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.63
550	non-pDCs	0.98
550	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.41
550	Conventional dendritic cells (cDCs)	0.58
550	cDC1	0.00523
550	cDC2	0.43
550	pDC	0.5
550	Classical_Monocytes	13.2
550	Intermediate_Monocytes	0.65
550	Non-Classical_Monocytes	1.51
550	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.19
550	Activated granulocytes	0.071
550	Basophils	0.87
550	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.19
550	NK	6.39
550	CD56high NK cells	1.2
554	CD3CD19	0.15
554	CD19+ CD3-	8.04
554	MB doublets (CD19+CD14+)	0.012
554	Bcells	8.03
554	B cells (CD19+CD3-CD14-CD56-)	7.96
554	B cells (CD19+CD20+CD3-CD14-CD56-)	7.92
554	Memory B cells	1.5
554	Naive B cells	6.33
554	Proliferating B cells	0.087
554	Activated B cells (ABCs)	0.07
554	ASCs (Plasmablasts)	0.015
554	B:NK doublets (CD19+CD3-CD14-CD56+)	0.068
554	CD3CD19neg	43.1
554	T cells (CD19-CD3+CD14-)	41.8
554	CD56+ CD3high T cells	0.43
554	CD56+CD3+T cells	0.86
554	CD3 Tcells	40.5
554	CD4Tcells	22.7
554	NaiveCD4	14.2
554	TcmCD4	5.34
554	TemraCD4	0.1
554	TemCD4	3.02
554	CD4+CD8+ T cells	0.29
554	CD4-CD8- T cells	2.0
554	CD8Tcells	14.2
554	NaiveCD8	5.73
554	TcmCD8	0.69
554	TemCD8	4.76
554	TemraCD8	3.02
554	T:M doublets (CD19-CD3+CD14+)	1.27
554	CD19-CD3-	48.7
554	NK cells (CD3-CD19-CD56+)	22.9
554	CD3-CD19-CD56- cells	25.8
554	Monocytes	19.9
554	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.61
554	non-pDCs	0.66
554	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.34
554	Conventional dendritic cells (cDCs)	0.32
554	cDC1	0.00216
554	cDC2	0.26
554	pDC	0.83
554	Classical_Monocytes	16.4
554	Intermediate_Monocytes	0.56
554	Non-Classical_Monocytes	1.2
554	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.94
554	Activated granulocytes	0.05
554	Basophils	1.94
554	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.92
554	NK	22.4
554	CD56high NK cells	0.56
555	CD3CD19	0.17
555	CD19+ CD3-	8.85
555	MB doublets (CD19+CD14+)	0.033
555	Bcells	8.82
555	B cells (CD19+CD3-CD14-CD56-)	8.76
555	B cells (CD19+CD20+CD3-CD14-CD56-)	8.67
555	Memory B cells	1.5
555	Naive B cells	7.1
555	Proliferating B cells	0.072
555	Activated B cells (ABCs)	0.064
555	ASCs (Plasmablasts)	0.00582
555	B:NK doublets (CD19+CD3-CD14-CD56+)	0.055
555	CD3CD19neg	41.9
555	T cells (CD19-CD3+CD14-)	39.6
555	CD56+ CD3high T cells	0.28
555	CD56+CD3+T cells	0.65
555	CD3 Tcells	38.7
555	CD4Tcells	22.8
555	NaiveCD4	12.8
555	TcmCD4	6.26
555	TemraCD4	0.17
555	TemCD4	3.62
555	CD4+CD8+ T cells	0.27
555	CD4-CD8- T cells	1.5
555	CD8Tcells	12.7
555	NaiveCD8	5.63
555	TcmCD8	1.09
555	TemCD8	3.78
555	TemraCD8	2.25
555	T:M doublets (CD19-CD3+CD14+)	2.28
555	CD19-CD3-	49.1
555	NK cells (CD3-CD19-CD56+)	15.6
555	CD3-CD19-CD56- cells	33.5
555	Monocytes	27.5
555	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.31
555	non-pDCs	0.71
555	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.37
555	Conventional dendritic cells (cDCs)	0.34
555	cDC1	0.00466
555	cDC2	0.27
555	pDC	0.48
555	Classical_Monocytes	24.1
555	Intermediate_Monocytes	0.69
555	Non-Classical_Monocytes	1.32
555	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.93
555	Activated granulocytes	0.13
555	Basophils	1.86
555	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.91
555	NK	15.1
555	CD56high NK cells	0.47
556	CD3CD19	0.26
556	CD19+ CD3-	15.0
556	MB doublets (CD19+CD14+)	0.039
556	Bcells	14.9
556	B cells (CD19+CD3-CD14-CD56-)	14.8
556	B cells (CD19+CD20+CD3-CD14-CD56-)	14.7
556	Memory B cells	2.14
556	Naive B cells	12.5
556	Proliferating B cells	0.087
556	Activated B cells (ABCs)	0.079
556	ASCs (Plasmablasts)	0.00529
556	B:NK doublets (CD19+CD3-CD14-CD56+)	0.089
556	CD3CD19neg	43.3
556	T cells (CD19-CD3+CD14-)	40.8
556	CD56+ CD3high T cells	0.24
556	CD56+CD3+T cells	0.73
556	CD3 Tcells	39.8
556	CD4Tcells	23.4
556	NaiveCD4	14.1
556	TcmCD4	5.38
556	TemraCD4	0.18
556	TemCD4	3.77
556	CD4+CD8+ T cells	0.33
556	CD4-CD8- T cells	1.53
556	CD8Tcells	13.2
556	NaiveCD8	5.54
556	TcmCD8	1.05
556	TemCD8	4.08
556	TemraCD8	2.51
556	T:M doublets (CD19-CD3+CD14+)	2.52
556	CD19-CD3-	41.4
556	NK cells (CD3-CD19-CD56+)	13.6
556	CD3-CD19-CD56- cells	27.8
556	Monocytes	22.2
556	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.72
556	non-pDCs	1.07
556	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.65
556	Conventional dendritic cells (cDCs)	0.42
556	cDC1	0.00215
556	cDC2	0.34
556	pDC	0.45
556	Classical_Monocytes	18.8
556	Intermediate_Monocytes	0.66
556	Non-Classical_Monocytes	0.75
556	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.68
556	Activated granulocytes	0.13
556	Basophils	1.56
556	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.96
556	NK	13.1
556	CD56high NK cells	0.53
557	CD3CD19	0.29
557	CD19+ CD3-	13.1
557	MB doublets (CD19+CD14+)	0.018
557	Bcells	13.0
557	B cells (CD19+CD3-CD14-CD56-)	12.9
557	B cells (CD19+CD20+CD3-CD14-CD56-)	12.8
557	Memory B cells	2.03
557	Naive B cells	10.7
557	Proliferating B cells	0.1
557	Activated B cells (ABCs)	0.089
557	ASCs (Plasmablasts)	0.00943
557	B:NK doublets (CD19+CD3-CD14-CD56+)	0.091
557	CD3CD19neg	50.0
557	T cells (CD19-CD3+CD14-)	49.0
557	CD56+ CD3high T cells	0.32
557	CD56+CD3+T cells	0.74
557	CD3 Tcells	47.9
557	CD4Tcells	29.5
557	NaiveCD4	17.8
557	TcmCD4	7.53
557	TemraCD4	0.18
557	TemCD4	4.0
557	CD4+CD8+ T cells	0.39
557	CD4-CD8- T cells	1.78
557	CD8Tcells	15.0
557	NaiveCD8	6.64
557	TcmCD8	1.44
557	TemCD8	4.13
557	TemraCD8	2.75
557	T:M doublets (CD19-CD3+CD14+)	1.01
557	CD19-CD3-	36.6
557	NK cells (CD3-CD19-CD56+)	15.3
557	CD3-CD19-CD56- cells	21.3
557	Monocytes	15.4
557	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.91
557	non-pDCs	0.82
557	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.45
557	Conventional dendritic cells (cDCs)	0.37
557	cDC1	0.00267
557	cDC2	0.31
557	pDC	0.94
557	Classical_Monocytes	11.9
557	Intermediate_Monocytes	0.59
557	Non-Classical_Monocytes	0.88
557	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.94
557	Activated granulocytes	0.16
557	Basophils	2.26
557	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.49
557	NK	14.6
557	CD56high NK cells	0.63
558	CD3CD19	0.14
558	CD19+ CD3-	7.93
558	MB doublets (CD19+CD14+)	0.011
558	Bcells	7.91
558	B cells (CD19+CD3-CD14-CD56-)	7.86
