protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
Q99731	346	1.09786	8.92878	Pass	Normalized Protein eXpression	nan
P80075	346	0.93715	7.34252	Pass	Normalized Protein eXpression	nan
P13236	346	1.23142	7.17309	Pass	Normalized Protein eXpression	nan
Q14213,P29459	346	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	346	0.93308	6.1156	Pass	Normalized Protein eXpression	nan
Q9NZQ7	346	1.38518	4.12435	Pass	Normalized Protein eXpression	nan
P26842	346	1.32784	7.4695	Pass	Normalized Protein eXpression	nan
P42830	346	1.09124	11.99787	Pass	Normalized Protein eXpression	nan
P14210	346	1.18589	7.0755	Pass	Normalized Protein eXpression	nan
P12544	346	-0.52628	4.70974	Pass	Normalized Protein eXpression	nan
P09601	346	2.59798	12.08814	Pass	Normalized Protein eXpression	nan
P78423	346	0.23477	5.07125	Pass	Normalized Protein eXpression	nan
P02778	346	-0.49055	6.74443	Pass	Normalized Protein eXpression	nan
P32970	346	0.25899	3.01235	Pass	Normalized Protein eXpression	nan
Q9NP84	346	0.98125	4.98225	Pass	Normalized Protein eXpression	nan
P55773	346	1.08332	9.52948	Pass	Normalized Protein eXpression	nan
P06127	346	0.26383	4.34436	Pass	Normalized Protein eXpression	nan
P10147	346	0.78595	5.2842	Pass	Normalized Protein eXpression	nan
P09237	346	1.39934	10.81378	Pass	Normalized Protein eXpression	nan
P07585	346	0.79796	4.24476	Pass	Normalized Protein eXpression	nan
O75509	346	0.78951	7.28635	Pass	Normalized Protein eXpression	nan
P43489	346	1.80556	3.0404	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	346	0.12298	0.12298	Pass	Normalized Protein eXpression	nan
Q92583	346	0.15595	9.10702	Pass	Normalized Protein eXpression	nan
P21246	346	-0.40973	-0.40973	Pass	Normalized Protein eXpression	nan
P01579	346	1.21747	1.21747	Pass	Normalized Protein eXpression	nan
Q14790	346	0.59442	5.42262	Pass	Normalized Protein eXpression	nan
O75144	346	0.86695	4.74396	Pass	Normalized Protein eXpression	nan
P39900	346	-0.30081	4.84499	Pass	Normalized Protein eXpression	nan
O43927	346	0.39592	9.42589	Pass	Normalized Protein eXpression	nan
Q9BQ51	346	0.06975	2.34788	Pass	Normalized Protein eXpression	nan
P15692	346	1.26213	7.77376	Pass	Normalized Protein eXpression	nan
P05112	346	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
Q9HBE4	346	1.1857	1.1857	Pass	Normalized Protein eXpression	nan
P35225	346	1.01539	1.01539	Pass	Normalized Protein eXpression	nan
P78556	346	0.99503	6.65192	Pass	Normalized Protein eXpression	nan
P01375	346	1.40285	1.40285	Pass	Normalized Protein eXpression	nan
P10144	346	0.54187	2.47055	Pass	Normalized Protein eXpression	nan
P29459,P29460	346	-0.00596	6.12772	Pass	Normalized Protein eXpression	nan
P09603	346	-0.50076	7.65286	Pass	Normalized Protein eXpression	nan
Q9H6B4	346	1.11092	2.87051	Pass	Normalized Protein eXpression	nan
Q96JA1	346	1.14658	3.42918	Pass	Normalized Protein eXpression	nan
O95502	346	1.28086	3.73616	Pass	Normalized Protein eXpression	nan
P23526	346	1.55207	1.55207	Pass	Normalized Protein eXpression	nan
P52888	346	1.77792	5.76254	Pass	Normalized Protein eXpression	nan
P43234	346	0.50211	2.13797	Pass	Normalized Protein eXpression	nan
Q96LA6	346	1.30854	4.34429	Pass	Normalized Protein eXpression	nan
Q04900	346	1.13971	4.70984	Pass	Normalized Protein eXpression	nan
P20711	346	1.16815	5.90813	Pass	Normalized Protein eXpression	nan
Q9NPH0	346	0.77476	4.05002	Pass	Normalized Protein eXpression	nan
Q03403	346	-0.01481	4.2557	Pass	Normalized Protein eXpression	nan
P25815	346	1.34157	1.40996	Pass	Normalized Protein eXpression	nan
O15123	346	0.81732	2.31255	Pass	Normalized Protein eXpression	nan
Q9Y5K6	346	1.55884	4.25488	Pass	Normalized Protein eXpression	nan
O43827	346	0.35752	1.20577	Pass	Normalized Protein eXpression	nan
Q9NY25	346	1.18984	5.70062	Pass	Normalized Protein eXpression	nan
Q9GZM7	346	1.05249	4.10816	Pass	Normalized Protein eXpression	nan
P35754	346	1.85123	1.85123	Pass	Normalized Protein eXpression	nan
P09104	346	1.33845	4.76706	Pass	Normalized Protein eXpression	nan
O95544	346	1.058	4.27882	Pass	Normalized Protein eXpression	nan
Q9UBU3	346	0.86118	1.24394	Pass	Normalized Protein eXpression	nan
P50452	346	2.76467	3.56798	Pass	Normalized Protein eXpression	nan
P35237	346	1.33965	4.82453	Pass	Normalized Protein eXpression	nan
Q9HBB8	346	0.85941	3.59819	Pass	Normalized Protein eXpression	nan
Q76M96	346	2.02123	6.08177	Pass	Normalized Protein eXpression	nan
Q9NR28	346	2.77598	4.47566	Pass	Normalized Protein eXpression	nan
Q8N1Q1	346	1.22512	6.76787	Pass	Normalized Protein eXpression	nan
Q13275	346	1.57882	2.7374	Pass	Normalized Protein eXpression	nan
O43240	346	1.69848	4.1052	Pass	Normalized Protein eXpression	nan
Q9UKJ0	346	1.12548	3.97729	Pass	Normalized Protein eXpression	nan
O95841	346	-0.06951	2.61371	Pass	Normalized Protein eXpression	nan
P51693	346	1.58884	6.16376	Pass	Normalized Protein eXpression	nan
Q8IZP9	346	0.80795	2.94885	Pass	Normalized Protein eXpression	nan
P19971	346	1.14866	6.52135	Pass	Normalized Protein eXpression	nan
O75791	346	1.3144	2.82877	Pass	Normalized Protein eXpression	nan
A6NI73	346	1.54049	4.76554	Pass	Normalized Protein eXpression	nan
P00352	346	1.26539	2.12687	Pass	Normalized Protein eXpression	nan
P40259	346	0.67358	2.62966	Pass	Normalized Protein eXpression	nan
P09525	346	1.25367	1.86062	Pass	Normalized Protein eXpression	nan
P50995	346	0.37254	3.64333	Pass	Normalized Protein eXpression	nan
Q9Y286	346	0.67089	3.06055	Pass	Normalized Protein eXpression	nan
P26010	346	1.45454	1.45454	Pass	Normalized Protein eXpression	nan
P09417	346	1.85657	5.90054	Pass	Normalized Protein eXpression	nan
O00161	346	0.84723	2.25493	Pass	Normalized Protein eXpression	nan
P27695	346	0.87527	2.37558	Pass	Normalized Protein eXpression	nan
O75356	346	0.42768	1.73046	Pass	Normalized Protein eXpression	nan
Q9H4D0	346	1.49983	4.13805	Pass	Normalized Protein eXpression	nan
P21964	346	2.01635	5.21593	Pass	Normalized Protein eXpression	nan
Q15846	346	0.54408	4.27657	Pass	Normalized Protein eXpression	nan
P51858	346	0.69669	0.80389	Pass	Normalized Protein eXpression	nan
Q6WN34	346	-0.36512	3.43929	Pass	Normalized Protein eXpression	nan
P09668	346	2.46898	2.95569	Pass	Normalized Protein eXpression	nan
Q15155	346	-0.00552	5.93321	Pass	Normalized Protein eXpression	nan
P16083	346	1.20173	1.20173	Pass	Normalized Protein eXpression	nan
Q9BQB4	346	1.00506	5.4736	Pass	Normalized Protein eXpression	nan
Q92520	346	0.63946	6.14477	Pass	Normalized Protein eXpression	nan
Q8NBS9	346	0.58008	2.71592	Pass	Normalized Protein eXpression	nan
P41236	346	1.67236	3.309	Pass	Normalized Protein eXpression	nan
Q9UHL4	346	1.05458	2.04258	Pass	Normalized Protein eXpression	nan
Q86VZ4	346	1.12099	3.70703	Pass	Normalized Protein eXpression	nan
Q9UHX3	346	0.90058	3.63084	Pass	Normalized Protein eXpression	nan
Q6UWV6	346	0.8773	4.27777	Pass	Normalized Protein eXpression	nan
Q8WTU2	346	0.81887	6.44105	Pass	Normalized Protein eXpression	nan
Q8NI22	346	1.01207	3.50185	Pass	Normalized Protein eXpression	nan
Q9BYZ8	346	2.0946	8.64023	Pass	Normalized Protein eXpression	nan
Q8NBJ7	346	0.63176	4.77168	Pass	Normalized Protein eXpression	nan
Q8WVQ1	346	1.11328	4.792	Pass	Normalized Protein eXpression	nan
P29017	346	1.71959	5.86153	Pass	Normalized Protein eXpression	nan
P22466	346	0.98938	7.22093	Pass	Normalized Protein eXpression	nan
P19022	346	0.48994	1.90853	Pass	Normalized Protein eXpression	nan
Q06418	346	0.78785	2.69406	Pass	Normalized Protein eXpression	nan
P46109	346	1.31325	4.6655	Pass	Normalized Protein eXpression	nan
Q8WX77	346	1.24459	3.10355	Pass	Normalized Protein eXpression	nan
Q9BZR6	346	0.77159	1.86447	Pass	Normalized Protein eXpression	nan
P13611	346	1.22148	3.5527	Pass	Normalized Protein eXpression	nan
P09467	346	1.42709	1.52652	Pass	Normalized Protein eXpression	nan
P01222	346	1.20455	4.17456	Pass	Normalized Protein eXpression	nan
P46379	346	1.07815	2.54549	Pass	Normalized Protein eXpression	nan
Q92692	346	0.87203	6.40016	Pass	Normalized Protein eXpression	nan
P05089	346	2.04054	2.04054	Pass	Normalized Protein eXpression	nan
P40818	346	1.26597	1.26597	Pass	Normalized Protein eXpression	nan
Q02790	346	0.6775	0.6775	Pass	Normalized Protein eXpression	nan
P31431	346	1.22702	5.56003	Pass	Normalized Protein eXpression	nan
Q9NWQ8	346	1.55256	2.47641	Pass	Normalized Protein eXpression	nan
Q16773	346	2.05163	7.86493	Pass	Normalized Protein eXpression	nan
P98082	346	1.48709	1.48709	Pass	Normalized Protein eXpression	nan
Q9NQX5	346	1.61826	5.54221	Pass	Normalized Protein eXpression	nan
Q641Q3	346	1.46693	4.16437	Pass	Normalized Protein eXpression	nan
Q16820	346	0.90702	3.18313	Pass	Normalized Protein eXpression	nan
Q01973	346	0.56772	2.10518	Pass	Normalized Protein eXpression	nan
NT-proBNP	346	1.59256	2.4702	Pass	Normalized Protein eXpression	nan
P12724	346	1.57095	8.22127	Pass	Normalized Protein eXpression	nan
Q96SB3	397	1.04249	3.47717	Pass	Normalized Protein eXpression	nan
P16278	397	1.26187	2.15842	Pass	Normalized Protein eXpression	nan
O75475	397	1.26807	5.06202	Pass	Normalized Protein eXpression	nan
Q05516	397	0.7018	3.5838	Pass	Normalized Protein eXpression	nan
Q9NWZ3	397	1.52904	1.52904	Pass	Normalized Protein eXpression	nan
Q15661	397	0.86232	4.37291	Pass	Normalized Protein eXpression	nan
P14317	397	0.92094	4.67632	Pass	Normalized Protein eXpression	nan
Q9UHC6	397	0.89232	1.52025	Pass	Normalized Protein eXpression	nan
Q6UXB4	397	1.22117	3.38495	Pass	Normalized Protein eXpression	nan
Q00978	397	1.17154	1.95629	Pass	Normalized Protein eXpression	nan
Q9UNE0	397	1.50621	3.08292	Pass	Normalized Protein eXpression	nan
P05231	397	1.09691	2.92936	Pass	Normalized Protein eXpression	nan
Q13574	397	0.65881	0.65881	Pass	Normalized Protein eXpression	nan
Q8WTT0	397	1.00541	4.02488	Pass	Normalized Protein eXpression	nan
P51617	397	0.26049	2.36675	Pass	Normalized Protein eXpression	nan
Q9UMR7	397	1.13912	5.1806	Pass	Normalized Protein eXpression	nan
Q06830	397	1.04951	1.91655	Pass	Normalized Protein eXpression	nan
P30048	397	0.20992	0.62898	Pass	Normalized Protein eXpression	nan
P09038	397	0.54183	0.54183	Pass	Normalized Protein eXpression	nan
P30044	397	0.88832	6.70992	Pass	Normalized Protein eXpression	nan
Q8N608	397	0.62778	1.67473	Pass	Normalized Protein eXpression	nan
Q9C035	397	1.03969	3.1988	Pass	Normalized Protein eXpression	nan
Q14203	397	1.19409	4.8112	Pass	Normalized Protein eXpression	nan
P23229	397	0.81578	1.34028	Pass	Normalized Protein eXpression	nan
Q15517	397	2.62778	3.36514	Pass	Normalized Protein eXpression	nan
Q14435	397	1.31693	1.65702	Pass	Normalized Protein eXpression	nan
Q96DB9	397	1.66908	1.66908	Pass	Normalized Protein eXpression	nan
Q12933	397	1.52693	3.19469	Pass	Normalized Protein eXpression	nan
P19474	397	0.55694	1.22753	Pass	Normalized Protein eXpression	nan
Q8NHJ6	397	1.06875	3.26363	Pass	Normalized Protein eXpression	nan
P34130	397	0.70994	1.69556	Pass	Normalized Protein eXpression	nan
P08727	397	1.19379	3.07386	Pass	Normalized Protein eXpression	nan
O43736	397	0.6847	4.93847	Pass	Normalized Protein eXpression	nan
P50135	397	2.02178	8.91501	Pass	Normalized Protein eXpression	nan
P51671	397	1.38969	9.51724	Pass	Normalized Protein eXpression	nan
Q7Z6M3	397	1.6338	3.38456	Pass	Normalized Protein eXpression	nan
Q9GZT9	397	0.97546	1.24011	Pass	Normalized Protein eXpression	nan
Q12968	397	0.54773	0.54773	Pass	Normalized Protein eXpression	nan
O60449	397	1.60914	2.11355	Pass	Normalized Protein eXpression	nan
P63241	397	1.04843	1.04843	Pass	Normalized Protein eXpression	nan
Q04637	397	1.02182	5.54117	Pass	Normalized Protein eXpression	nan
P10747	397	1.69189	1.69189	Pass	Normalized Protein eXpression	nan
Q03431	397	0.89964	2.16456	Pass	Normalized Protein eXpression	nan
Q13490	397	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	397	0.85422	3.06227	Pass	Normalized Protein eXpression	nan
P35240	397	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	397	1.21399	7.16654	Pass	Normalized Protein eXpression	nan
Q9UQQ2	397	1.47484	3.58958	Pass	Normalized Protein eXpression	nan
Q96P31	397	1.13146	1.13146	Pass	Normalized Protein eXpression	nan
Q07065	397	0.92759	4.6344	Pass	Normalized Protein eXpression	nan
P05412	397	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	397	0.87784	4.41199	Pass	Normalized Protein eXpression	nan
Q8WXI8	397	-0.49584	2.88011	Pass	Normalized Protein eXpression	nan
Q04759	397	1.21837	2.59675	Pass	Normalized Protein eXpression	nan
P16455	397	0.60363	2.69636	Pass	Normalized Protein eXpression	nan
Q9NP99	397	-3.27533	0.00415	Pass	Normalized Protein eXpression	nan
P78310	397	0.39769	1.69311	Pass	Normalized Protein eXpression	nan
P22301	397	1.6296	3.62643	Pass	Normalized Protein eXpression	nan
P78362	397	0.43217	0.43217	Pass	Normalized Protein eXpression	nan
Q13241	397	1.34491	6.39776	Pass	Normalized Protein eXpression	nan
O14867	397	0.97071	1.39151	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	397	0.9965	2.85037	Pass	Normalized Protein eXpression	nan
O43597	397	1.19063	1.32926	Pass	Normalized Protein eXpression	nan
P52823	397	0.51524	6.38372	Pass	Normalized Protein eXpression	nan
P27540	397	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	397	1.00622	4.61581	Pass	Normalized Protein eXpression	nan
O60880	397	0.77129	1.53652	Pass	Normalized Protein eXpression	nan
Q05084	397	1.46808	1.50741	Pass	Normalized Protein eXpression	nan
O00273	397	0.82064	5.02634	Pass	Normalized Protein eXpression	nan
Q96PD2	397	0.57076	7.90752	Pass	Normalized Protein eXpression	nan
Q6DN72	397	0.43869	3.34134	Pass	Normalized Protein eXpression	nan
O76036	397	0.94884	2.63598	Pass	Normalized Protein eXpression	nan
P48061	397	1.16403	1.16403	Pass	Normalized Protein eXpression	nan
P15514	397	0.76687	2.04663	Pass	Normalized Protein eXpression	nan
Q8IU57	397	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	397	1.5414	2.11278	Pass	Normalized Protein eXpression	nan
Q9Y2J8	397	1.06422	1.06422	Pass	Normalized Protein eXpression	nan
Q9Y3P8	397	0.76831	2.91209	Pass	Normalized Protein eXpression	nan
P48740	397	0.03242	2.51329	Pass	Normalized Protein eXpression	nan
Q9UQV4	397	1.13762	4.05736	Pass	Normalized Protein eXpression	nan
Q9BXN2	397	0.81368	2.82812	Pass	Normalized Protein eXpression	nan
Q6EIG7	397	0.6826	1.72186	Pass	Normalized Protein eXpression	nan
O95786	397	1.15559	2.46865	Pass	Normalized Protein eXpression	nan
P42701	397	0.98978	2.10453	Pass	Normalized Protein eXpression	nan
Q92844	397	1.75015	1.75015	Pass	Normalized Protein eXpression	nan
Q9UKX5	397	0.84376	2.36691	Pass	Normalized Protein eXpression	nan
P52294	397	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	397	1.08066	2.92585	Pass	Normalized Protein eXpression	nan
P05113	397	0.64146	0.98715	Pass	Normalized Protein eXpression	nan
Q01151	397	0.78714	2.91052	Pass	Normalized Protein eXpression	nan
P18564	397	0.79855	3.08799	Pass	Normalized Protein eXpression	nan
P78410	397	0.8247	3.27646	Pass	Normalized Protein eXpression	nan
P10145	397	1.76831	5.20228	Pass	Normalized Protein eXpression	nan
Q07011	397	0.06083	5.11239	Pass	Normalized Protein eXpression	nan
Q02763	397	1.35677	7.42948	Pass	Normalized Protein eXpression	nan
P80098	397	0.76805	3.18821	Pass	Normalized Protein eXpression	nan
P29965	397	1.11253	7.0906	Pass	Normalized Protein eXpression	nan
P01583	397	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	397	0.68579	5.99979	Pass	Normalized Protein eXpression	nan
P01133	397	1.10642	9.24646	Pass	Normalized Protein eXpression	nan
Q15389	397	0.64209	8.59775	Pass	Normalized Protein eXpression	nan
P13232	397	0.84021	3.40704	Pass	Normalized Protein eXpression	nan
P49763	397	1.72873	7.93681	Pass	Normalized Protein eXpression	nan
Q9Y653	397	0.69203	0.69203	Pass	Normalized Protein eXpression	nan
P13500	397	0.61148	10.54489	Pass	Normalized Protein eXpression	nan
O95727	397	0.32476	3.83172	Pass	Normalized Protein eXpression	nan
O14625	397	1.04797	10.14858	Pass	Normalized Protein eXpression	nan
Q99616	397	0.99965	11.20845	Pass	Normalized Protein eXpression	nan
P50591	397	0.29771	8.05844	Pass	Normalized Protein eXpression	nan
Q07325	397	0.74738	6.76299	Pass	Normalized Protein eXpression	nan
P01732	397	0.77683	9.1659	Pass	Normalized Protein eXpression	nan
Q16790	397	-0.03299	3.46534	Pass	Normalized Protein eXpression	nan
P01574	397	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	397	-0.47292	3.454	Pass	Normalized Protein eXpression	nan
P01730	397	-0.96613	0.94753	Pass	Normalized Protein eXpression	nan
P29474	397	0.54836	0.54836	Pass	Normalized Protein eXpression	nan
P60568	397	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	397	1.74286	7.2026	Pass	Normalized Protein eXpression	nan
P35968	397	-0.31619	6.92461	Pass	Normalized Protein eXpression	nan
P25942	397	0.96605	11.56227	Pass	Normalized Protein eXpression	nan
Q14116	397	0.81842	8.95452	Pass	Normalized Protein eXpression	nan
P20718	397	1.44801	4.50797	Pass	Normalized Protein eXpression	nan
P49767	397	-0.83065	0.9323	Pass	Normalized Protein eXpression	nan
P01137	397	0.30101	1.70402	Pass	Normalized Protein eXpression	nan
P09341	397	2.51127	9.89568	Pass	Normalized Protein eXpression	nan
O43557	397	1.48542	3.95743	Pass	Normalized Protein eXpression	nan
O95760	397	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	397	0.57673	9.02572	Pass	Normalized Protein eXpression	nan
P01127	397	1.2306	11.33435	Pass	Normalized Protein eXpression	nan
Q15116	397	0.96388	2.7324	Pass	Normalized Protein eXpression	nan
P48023	397	1.08608	6.14822	Pass	Normalized Protein eXpression	nan
Q99731	397	1.09786	9.55597	Pass	Normalized Protein eXpression	nan
P80075	397	0.93715	7.31409	Pass	Normalized Protein eXpression	nan
P13236	397	1.23142	7.15159	Pass	Normalized Protein eXpression	nan
Q14213,P29459	397	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	397	0.93308	6.57543	Pass	Normalized Protein eXpression	nan
Q9NZQ7	397	1.38518	6.20295	Pass	Normalized Protein eXpression	nan
P26842	397	1.32784	7.43737	Pass	Normalized Protein eXpression	nan
P42830	397	1.09124	11.38044	Pass	Normalized Protein eXpression	nan
P14210	397	1.18589	6.92645	Pass	Normalized Protein eXpression	nan
P12544	397	-0.52628	5.1678	Pass	Normalized Protein eXpression	nan
P09601	397	2.59798	12.18055	Pass	Normalized Protein eXpression	nan
P78423	397	0.23477	5.60313	Pass	Normalized Protein eXpression	nan
P02778	397	-0.49055	7.62752	Pass	Normalized Protein eXpression	nan
P32970	397	0.25899	2.99587	Pass	Normalized Protein eXpression	nan
Q9NP84	397	0.98125	4.97804	Pass	Normalized Protein eXpression	nan
P55773	397	1.08332	10.27562	Pass	Normalized Protein eXpression	nan
P06127	397	0.26383	4.64814	Pass	Normalized Protein eXpression	nan
P10147	397	0.78595	4.74798	Pass	Normalized Protein eXpression	nan
P09237	397	1.39934	11.0037	Pass	Normalized Protein eXpression	nan
P07585	397	0.79796	4.45994	Pass	Normalized Protein eXpression	nan
O75509	397	0.78951	7.63606	Pass	Normalized Protein eXpression	nan
P43489	397	1.80556	3.41436	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	397	0.12298	3.77576	Pass	Normalized Protein eXpression	nan
Q92583	397	0.15595	8.30173	Pass	Normalized Protein eXpression	nan
P21246	397	-0.40973	-0.40973	Pass	Normalized Protein eXpression	nan
P01579	397	1.21747	1.21747	Pass	Normalized Protein eXpression	nan
Q14790	397	0.59442	5.38943	Pass	Normalized Protein eXpression	nan
O75144	397	0.86695	5.54206	Pass	Normalized Protein eXpression	nan
P39900	397	-0.30081	4.37405	Pass	Normalized Protein eXpression	nan
O43927	397	0.39592	9.31183	Pass	Normalized Protein eXpression	nan
Q9BQ51	397	0.06975	2.61497	Pass	Normalized Protein eXpression	nan
P15692	397	1.26213	7.6685	Pass	Normalized Protein eXpression	nan
P05112	397	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
Q9HBE4	397	1.1857	1.1857	Pass	Normalized Protein eXpression	nan
P35225	397	1.01539	1.01539	Pass	Normalized Protein eXpression	nan
P78556	397	0.99503	6.22505	Pass	Normalized Protein eXpression	nan
P01375	397	1.40285	1.40285	Pass	Normalized Protein eXpression	nan
P10144	397	0.54187	3.23239	Pass	Normalized Protein eXpression	nan
P29459,P29460	397	-0.00596	6.72086	Pass	Normalized Protein eXpression	nan
P09603	397	-0.50076	7.70339	Pass	Normalized Protein eXpression	nan
Q9H6B4	397	1.11092	2.62649	Pass	Normalized Protein eXpression	nan
Q96JA1	397	1.14658	3.82317	Pass	Normalized Protein eXpression	nan
O95502	397	1.28086	3.92013	Pass	Normalized Protein eXpression	nan
P23526	397	1.55207	1.55207	Pass	Normalized Protein eXpression	nan
P52888	397	1.77792	5.72385	Pass	Normalized Protein eXpression	nan
P43234	397	0.50211	1.67542	Pass	Normalized Protein eXpression	nan
Q96LA6	397	1.30854	5.84374	Pass	Normalized Protein eXpression	nan
Q04900	397	1.13971	5.33162	Pass	Normalized Protein eXpression	nan
P20711	397	1.16815	5.28991	Pass	Normalized Protein eXpression	nan
Q9NPH0	397	0.77476	5.06851	Pass	Normalized Protein eXpression	nan
Q03403	397	-0.01481	4.08483	Pass	Normalized Protein eXpression	nan
P25815	397	1.34157	1.34157	Pass	Normalized Protein eXpression	nan
O15123	397	0.81732	2.7405	Pass	Normalized Protein eXpression	nan
Q9Y5K6	397	1.55884	4.20188	Pass	Normalized Protein eXpression	nan
O43827	397	0.35752	1.39063	Pass	Normalized Protein eXpression	nan
Q9NY25	397	1.18984	4.71662	Pass	Normalized Protein eXpression	nan
Q9GZM7	397	1.05249	4.10889	Pass	Normalized Protein eXpression	nan
P35754	397	1.85123	1.85123	Pass	Normalized Protein eXpression	nan
P09104	397	1.33845	4.72235	Pass	Normalized Protein eXpression	nan
O95544	397	1.058	4.24199	Pass	Normalized Protein eXpression	nan
Q9UBU3	397	0.86118	1.99145	Pass	Normalized Protein eXpression	nan
P50452	397	2.76467	3.05261	Pass	Normalized Protein eXpression	nan
P35237	397	1.33965	4.84779	Pass	Normalized Protein eXpression	nan
Q9HBB8	397	0.85941	3.85981	Pass	Normalized Protein eXpression	nan
Q76M96	397	2.02123	6.49067	Pass	Normalized Protein eXpression	nan
Q9NR28	397	2.77598	4.95936	Pass	Normalized Protein eXpression	nan
Q8N1Q1	397	1.22512	7.05471	Pass	Normalized Protein eXpression	nan
Q13275	397	1.57882	2.76958	Pass	Normalized Protein eXpression	nan
O43240	397	1.69848	3.89905	Pass	Normalized Protein eXpression	nan
Q9UKJ0	397	1.12548	3.85313	Pass	Normalized Protein eXpression	nan
O95841	397	-0.06951	3.25818	Pass	Normalized Protein eXpression	nan
P51693	397	1.58884	7.80855	Pass	Normalized Protein eXpression	nan
Q8IZP9	397	0.80795	3.60146	Pass	Normalized Protein eXpression	nan
P19971	397	1.14866	6.15175	Pass	Normalized Protein eXpression	nan
O75791	397	1.3144	3.09149	Pass	Normalized Protein eXpression	nan
A6NI73	397	1.54049	5.3397	Pass	Normalized Protein eXpression	nan
P00352	397	1.26539	1.75753	Pass	Normalized Protein eXpression	nan
P40259	397	0.67358	3.15431	Pass	Normalized Protein eXpression	nan
P09525	397	1.25367	1.87451	Pass	Normalized Protein eXpression	nan
P50995	397	0.37254	3.27602	Pass	Normalized Protein eXpression	nan
Q9Y286	397	0.67089	3.58235	Pass	Normalized Protein eXpression	nan
P26010	397	1.45454	1.45454	Pass	Normalized Protein eXpression	nan
P09417	397	1.85657	5.92426	Pass	Normalized Protein eXpression	nan
O00161	397	0.84723	2.34595	Pass	Normalized Protein eXpression	nan
P27695	397	0.87527	1.49861	Pass	Normalized Protein eXpression	nan
O75356	397	0.42768	2.11593	Pass	Normalized Protein eXpression	nan
Q9H4D0	397	1.49983	4.32257	Pass	Normalized Protein eXpression	nan
P21964	397	2.01635	5.47815	Pass	Normalized Protein eXpression	nan
Q15846	397	0.54408	4.5564	Pass	Normalized Protein eXpression	nan
P51858	397	0.69669	0.69669	Pass	Normalized Protein eXpression	nan
Q6WN34	397	-0.36512	3.26235	Pass	Normalized Protein eXpression	nan
P09668	397	2.46898	2.87253	Pass	Normalized Protein eXpression	nan
Q15155	397	-0.00552	5.9973	Pass	Normalized Protein eXpression	nan
P16083	397	1.20173	1.20173	Pass	Normalized Protein eXpression	nan
Q9BQB4	397	1.00506	6.01597	Pass	Normalized Protein eXpression	nan
Q92520	397	0.63946	6.41112	Pass	Normalized Protein eXpression	nan
Q8NBS9	397	0.58008	3.27139	Pass	Normalized Protein eXpression	nan
P41236	397	1.67236	3.29951	Pass	Normalized Protein eXpression	nan
Q9UHL4	397	1.05458	2.251	Pass	Normalized Protein eXpression	nan
Q86VZ4	397	1.12099	4.35342	Pass	Normalized Protein eXpression	nan
Q9UHX3	397	0.90058	3.69569	Pass	Normalized Protein eXpression	nan
Q6UWV6	397	0.8773	4.17317	Pass	Normalized Protein eXpression	nan
Q8WTU2	397	0.81887	3.11084	Pass	Normalized Protein eXpression	nan
Q8NI22	397	1.01207	3.91882	Pass	Normalized Protein eXpression	nan
Q9BYZ8	397	2.0946	8.51266	Pass	Normalized Protein eXpression	nan
Q8NBJ7	397	0.63176	4.14675	Pass	Normalized Protein eXpression	nan
Q8WVQ1	397	1.11328	5.12658	Pass	Normalized Protein eXpression	nan
P29017	397	1.71959	5.73289	Pass	Normalized Protein eXpression	nan
P22466	397	0.98938	7.97212	Pass	Normalized Protein eXpression	nan
P19022	397	0.48994	3.05927	Pass	Normalized Protein eXpression	nan
Q06418	397	0.78785	3.08103	Pass	Normalized Protein eXpression	nan
P46109	397	1.31325	5.32564	Pass	Normalized Protein eXpression	nan
Q8WX77	397	1.24459	2.42618	Pass	Normalized Protein eXpression	nan
Q9BZR6	397	0.77159	1.68439	Pass	Normalized Protein eXpression	nan
P13611	397	1.22148	4.17063	Pass	Normalized Protein eXpression	nan
P09467	397	1.42709	1.42709	Pass	Normalized Protein eXpression	nan
P01222	397	1.20455	3.18361	Pass	Normalized Protein eXpression	nan
P46379	397	1.07815	2.84669	Pass	Normalized Protein eXpression	nan
Q92692	397	0.87203	6.35949	Pass	Normalized Protein eXpression	nan
P05089	397	2.04054	2.04054	Pass	Normalized Protein eXpression	nan
